PID,Name,Full Name,Alias,DOB,Age,Nationality_ID,Debut_year,Gender,Last_Known_team,Last_Known_Team_ID,Last_Sold_Price,Retire_status
90233,JA Richardson,Jhye Richardson,,1996-09-20,26,80002,2021,Male,Mumbai Indians,50005,15000000,Yes
90234,Jalaj S Saxena,Jalaj Saxena,,1986-12-15,36,80006,2013,Male,Punjab Kings,50009,3000000,Yes
90235,Jaskaran Singh,Jaskaran Singh,,1993-01-13,30,80006,2009,Male,Rising Pune Supergiants,50015,1000000,Yes
90236,JC Archer,Jofra Archer,,1995-04-01,28,80004,2018,Male,Mumbai Indians,50005,80000000,No
90237,JC Buttler,Jos Buttler,,1990-09-08,32,80004,2016,Male,Rajasthan Royals,50001,100000000,No
90238,JD Ryder,Jesse Ryder,,1984-08-06,38,80011,2009,Male,Delhi Capitals,50008,13850200,Yes
90239,JD Unadkat,Jaydev Unadkat,,1991-10-18,31,80006,2011,Male,Lucknow Super Giants,50011,5000000,No
90240,JDP Oram,Jacob Oram,,1978-07-28,44,80011,2008,Male,Mumbai Indians,50005,2663500,Yes
90241,JDS Neesham,Jimmy Neesham,,1990-09-17,32,80011,2021,Male,Rajasthan Royals,50001,15000000,No
90242,JE Taylor,Jerome Taylor,,1984-06-22,38,80020,2009,Male,Mumbai Indians,50005,5000000,Yes
90243,JEC Franklin,James Franklin,,1980-11-07,42,80011,2011,Male,Mumbai Indians,50005,5327000,Yes
90244,JH Kallis,Jacques Kallis,,1975-10-16,47,80016,2008,Male,Kolkata Knight Riders,50004,55000000,Yes
90245,JJ Bumrah,Jasprit Bumrah,,1993-12-06,29,80006,2013,Male,Mumbai Indians,50005,120000000,No
90246,JJ Roy,Jason Roy,,1990-07-21,32,80004,2017,Male,Sunrisers Hyderabad,50006,20000000,No
90247,JJ van der Wath,Johan van der Wath,,1978-01-10,45,80016,2011,Male,Royal Challengers Bangalore,50010,2300000,Yes
90248,JL Denly,Joe Denly,,1986-03-16,37,80004,2019,Male,Kolkata Knight Riders,50004,10000000,Yes
90249,JL Pattinson,James Pattinson,,1990-05-03,32,80002,2011,Male,Mumbai Indians,50005,15000000,Yes
90250,JM Bairstow,Jonny Bairstow,,1989-09-26,33,80004,2019,Male,Punjab Kings,50009,67500000,No
90251,JM Kemp,Justin Kemp,,1977-10-02,45,80016,2010,Male,Chennai Super Kings,50003,4629000,Yes
90252,JM Sharma,Jitesh Sharma,,1993-10-22,29,80006,2016,Male,Punjab Kings,50009,2000000,No
90253,JO Holder,Jason Holder,,1991-11-05,31,80020,2013,Male,Rajasthan Royals,50001,57500000,No
90254,Joginder Sharma,Joginder Sharma,,1983-10-23,39,80006,2008,Male,Chennai Super Kings,50003,6900000,Yes
90255,JP Behrendorff,Jason Behrendorff,,1990-04-20,32,80002,2018,Male,Royal Challengers Bangalore,50010,7500000,No
90256,JP Duminy,JP Duminy,,1984-04-14,39,80016,2009,Male,Mumbai Indians,50005,10000000,Yes
90257,JP Faulkner,James Faulkner,,1990-04-29,32,80002,2011,Male,Gujarat Lions,50012,75000000,Yes
90258,JPR Scantlebury-Searles,Javon Searles,,1986-12-21,36,80020,2018,Male,Kolkata Knight Riders,50004,3000000,Yes
90259,JR Hazlewood,Josh Hazlewood,,1991-01-08,32,80002,2014,Male,Royal Challengers Bangalore,50010,77500000,No
90260,JR Hopes,James Hopes,,1978-10-24,44,80002,2011,Male,Delhi Capitals,50008,16100000,Yes
90261,JR Philippe,Josh Philippe,,1997-06-01,25,80002,2020,Male,Royal Challengers Bangalore,50010,2000000,Yes
90262,JW Hastings,John Hastings,,1985-11-04,37,80002,2011,Male,Kolkata Knight Riders,50004,13000000,Yes
90263,K Goel,Karan Goel,,1986-12-24,36,80006,2008,Male,Punjab Kings,50009,1200000,Yes
90264,K Gowtham,Krishnappa Gowtham,,1988-10-20,34,80006,2017,Male,Lucknow Super Giants,50011,9000000,No
90265,K Kartikeya,Kumar Kartikeya Singh,,1997-12-26,25,80006,2022,Male,Mumbai Indians,50005,2000000,No
90266,K Khejroliya,Kulwant Khejroliya,,1992-03-13,31,80006,2017,Male,Kolkata Knight Riders,50004,2000000,No
90267,K Rabada,Kagiso Rabada,,1995-05-25,27,80016,2017,Male,Punjab Kings,50009,92500000,No
90268,K Santokie,Krishmar Santokie,,1984-12-20,38,80020,2014,Male,Mumbai Indians,50005,3000000,Yes
90269,K Upadhyay,Krishnakant Upadhyay,,1986-06-18,36,80006,2012,Male,Pune Warriors India,50014,800000,Yes
90270,K Yadav,Kuldeep Yadav,,1994-12-14,28,80006,2012,Male,Delhi Capitals,50008,20000000,No
90271,KA Jamieson,Kyle Jamieson,,1994-12-30,28,80011,2021,Male,Chennai Super Kings,50003,10000000,Yes
90272,KA Pollard,Kieron Pollard,,1987-05-12,35,80020,2010,Male,Mumbai Indians,50005,60000000,No
90273,KAJ Roach,Kemar Roach,,1987-05-12,35,80020,2010,Male,Deccan Chargers,50002,33328800,Yes
90274,Kamran Akmal,Kamran Akmal,,1982-01-13,41,80013,2008,Male,Rajasthan Royals,50001,6000000,Yes
90275,Kamran Khan,Kamran Khan,,1991-03-10,32,80006,2009,Male,Pune Warriors India,50014,1000000,Yes
90276,Karanveer Singh,Karanveer Singh,,1987-11-08,35,80006,2015,Male,Punjab Kings,50009,1000000,Yes
90277,Kartik Tyagi,Kartik Tyagi,,2000-11-08,22,80006,2020,Male,Sunrisers Hyderabad,50006,40000000,No
90278,KB Arun Karthik,Arun Karthik,,1986-02-15,37,80006,2008,Male,Royal Challengers Bangalore,50010,2000000,Yes
90279,KC Cariappa,KC Cariappa,,1994-04-13,29,80006,2015,Male,Rajasthan Royals,50001,3000000,No
90280,KC Sangakkara,Kumar Sangakkara,,1977-10-27,45,80017,2008,Male,Sunrisers Hyderabad,50006,37289000,Yes
90281,KD Karthik,Dinesh Karthik,,1985-06-01,37,80006,2008,Male,Royal Challengers Bangalore,50010,55000000,No
90282,KH Pandya,Krunal Pandya,,1991-03-24,32,80006,2016,Male,Lucknow Super Giants,50011,82500000,No
90283,KJ Abbott,Kyle Abbott,,1987-06-18,35,80016,2012,Male,Punjab Kings,50009,21000000,Yes
90284,KK Ahmed,Khaleel Ahmed,,1997-12-05,25,80006,2008,Male,Delhi Capitals,50008,52500000,No
90285,KK Cooper,Kevon Cooper,,1989-02-02,34,80020,2008,Male,Rajasthan Royals,50001,3000000,Yes
90286,KK Nair,Karun Nair,,1991-12-06,31,80006,2008,Male,Rajasthan Royals,50001,11000000,No
90287,KL Nagarkoti,Kamlesh Nagarkoti,,1999-12-28,23,80006,2008,Male,Delhi Capitals,50008,11000000,No
90288,KL Rahul,KL Rahul,,1992-04-18,30,80006,2013,Male,Lucknow Super Giants,50011,170000000,No
90289,KM Asif,KM Asif,,1993-06-24,29,80006,2018,Male,Rajasthan Royals,50001,2000000,No
90290,KM Jadhav,Kedar Jadhav,,1985-03-26,38,80006,2008,Male,Sunrisers Hyderabad,50006,20000000,Yes
90291,KMA Paul,Keemo Paul,,1998-02-21,25,80020,2019,Male,Delhi Capitals,50008,5000000,Yes
90292,KMDN Kulasekara,Nuwan Kulasekara,,1985-07-15,37,80017,2008,Male,Chennai Super Kings,50003,5327000,Yes
90293,KP Appanna,KP Appanna,,1988-12-20,34,80006,2008,Male,Royal Challengers Bangalore,50010,800000,Yes
90294,KP Pietersen,Kevin Pietersen,,1980-06-27,42,80004,2008,Male,Rising Pune Supergiants,50015,55000000,Yes
90295,KR Sen,Kuldeep Sen,,1996-10-22,26,80006,2020,Male,Rajasthan Royals,50001,1000000,No
90296,KS Bharat,Srikar Bharat,,1993-10-03,29,80006,2015,Male,Delhi Capitals,50008,600000,No
90297,KS Sharma,Karan Sharma,,1998-10-31,24,80006,2021,Male,Lucknow Super Giants,50011,2000000,No
90298,KS Williamson,Kane Williamson,,1990-08-08,32,80011,2015,Male,Sunrisers Hyderabad,50006,1000000,No
90299,Kuldeep Yadav,Kuldeep Yadav,,1994-12-14,28,80006,2012,Male,Delhi Capitals,50008,20000000,No
90300,KV Sharma,Karn Sharma,,1987-10-23,35,80006,2009,Male,Royal Challengers Bangalore,50010,2000000,No
90301,KW Richardson,Kane Richardson,,1991-02-12,32,80002,2013,Male,Royal Challengers Bangalore,50010,34000000,Yes
90302,L Ablish,Love Ablish,,1982-12-03,40,80006,2010,Male,Punjab Kings,50009,3000000,Yes
90303,L Balaji,Lakshmipathy Balaji,,1981-09-27,41,80006,2008,Male,Punjab Kings,50009,40000000,Yes
90304,L Ngidi,Lungi Ngidi,,1996-03-29,27,80016,2018,Male,Delhi Capitals,50008,100000000,No
90305,L Ronchi,Luke Ronchi,,1981-04-23,41,80011,2008,Male,Mumbai Indians,50005,3000000,Yes
90306,LA Carseldine,Lee Carseldine,,1975-11-17,47,80002,2009,Male,Rajasthan Royals,50001,2000000,Yes
90307,LA Pomersbach,Luke Pomersbach,,1984-09-28,38,80002,2008,Male,Punjab Kings,50009,100000000,Yes
90308,Lalit Yadav,Lalit Yadav,,1997-01-03,26,80006,2020,Male,Delhi Capitals,50008,6500000,No
90309,LE Plunkett,Liam Plunkett,,1985-04-06,38,80004,2018,Male,Delhi Capitals,50008,1200000,Yes
90310,LH Ferguson,Lockie Ferguson,,1991-06-13,31,80011,2017,Male,Gujarat Titans,50007,5000000,No
90311,LI Meriwala,Lukman Hussain Meriwala,,1991-12-11,31,80006,2021,Male,Delhi Capitals,50008,20000000,Yes
90312,LJ Wright,Luke Wright,,1985-03-07,38,80004,2012,Male,Pune Warriors India,50014,1000000,Yes
90313,LMP Simmons,Lendl Simmons,,1985-01-25,38,80020,2014,Male,Mumbai Indians,50005,38000000,Yes
90314,LPC Silva,Chamara Silva,,1979-12-14,43,80017,2008,Male,Deccan Chargers,50002,2000000,Yes
90315,LR Shukla,Laxmi Ratan Shukla,,1981-05-06,41,80006,2008,Male,Sunrisers Hyderabad,50006,10000000,Yes
90316,LRPL Taylor,Ross Taylor,,1984-03-08,39,80011,2008,Male,Punjab Kings,50009,1000000,Yes
90317,LS Livingstone,Liam Livingstone,,1993-08-04,29,80004,2019,Male,Punjab Kings,50009,2000000,No
90318,M Ashwin,Murugan Ashwin,,1990-09-08,32,80006,2016,Male,Mumbai Indians,50005,1000000,No
90319,M de Lange,Marchant de Lange,,1990-10-13,32,80016,2012,Male,Mumbai Indians,50005,6900000,Yes
90320,M Jansen,Marco Jansen,,2000-05-01,22,80016,2021,Male,Sunrisers Hyderabad,50006,55000000,No
90321,M Kaif,Mohammad Kaif,,1980-12-01,42,80006,2008,Male,Royal Challengers Bangalore,50010,82500000,Yes
90322,M Kartik,Murali Kartik,,1976-09-11,46,80006,2008,Male,Punjab Kings,50009,21000000,Yes
90323,M Klinger,Michael Klinger,,1980-07-04,42,80002,2011,Male,Kochi Tuskers Kerala,50013,52500000,Yes
90324,M Manhas,Mithun Manhas,,1979-10-12,43,80006,2008,Male,Chennai Super Kings,50003,3000000,Yes
90325,M Markande,Mayank Markande,,1997-11-11,25,80006,2018,Male,Mumbai Indians,50005,11000000,No
90326,M Morkel,Morne Morkel,,1984-10-06,38,80016,2008,Male,Kolkata Knight Riders,50004,11000000,Yes
90327,M Muralitharan,Muttiah Muralitharan,,1972-04-17,50,80017,2008,Male,Royal Challengers Bangalore,50010,20000000,Yes
90328,M Ntini,Makhaya Ntini,,1977-07-06,45,80016,2008,Male,Chennai Super Kings,50003,5000000,Yes
90329,M Pathirana,Matheesha Pathirana,,2002-12-19,20,80017,2022,Male,Chennai Super Kings,50003,5327000,No
90330,M Prasidh Krishna,Prasidh Krishna,,1996-02-19,27,80006,2008,Male,Rajasthan Royals,50001,55000000,No
90331,M Rawat,Mahesh Rawat,,1985-10-25,37,80006,2008,Male,Pune Warriors India,50014,1000000,Yes
90332,M Shahrukh Khan,Shahrukh Khan,,1995-05-27,27,80006,2020,Male,Punjab Kings,50009,600000,No
90333,M Theekshana,Maheesh Theekshana,,2000-08-01,22,80017,2022,Male,Chennai Super Kings,50003,2000000,No
90334,M Vijay,Murali Vijay,,1984-04-01,39,80006,2009,Male,Royal Challengers Bangalore,50010,1000000,Yes
90335,M Vohra,Manan Vohra,,1993-07-18,29,80006,2011,Male,Lucknow Super Giants,50011,2000000,No
90336,MA Agarwal,Mayank Agarwal,,1991-02-16,32,80006,2008,Male,Punjab Kings,50009,34000000,No
90337,MA Khote,Musavir Khote,,1980-04-22,42,80006,2008,Male,Mumbai Indians,50005,3000000,Yes
90338,MA Starc,Mitchell Starc,,1990-01-30,33,80002,2014,Male,Kolkata Knight Riders,50004,40000000,Yes
90339,MA Wood,Mark Wood,,1990-01-11,33,80004,2018,Male,Lucknow Super Giants,50011,100000000,No
90340,Mandeep Singh,Mandeep Singh,,1972-05-04,50,80006,2011,Male,Kolkata Knight Riders,50004,5000000,No
90341,Mashrafe Mortaza,Mashrafe Mortaza,,1983-10-05,39,80003,2009,Male,Kolkata Knight Riders,50004,29472000,Yes
90342,MB Parmar,Mohnish Parmar,,1988-04-12,35,80006,2008,Male,Lucknow Super Giants,50011,3000000,Yes
90343,MC Henriques,Moises Henriques,,1998-02-01,29,80002,2009,Male,Punjab Kings,50009,2000000,Yes
90344,MC Juneja,Manpreet Juneja,,1990-09-12,32,80006,2012,Male,Rajasthan Royals,50001,100000000,Yes
90345,MD Mishra,Mohnish Mishra,,1984-02-09,39,80006,2008,Male,Pune Warriors India,50014,1200000,Yes
90346,MDKJ Perera,Kusal Perera,,1990-08-17,32,80017,2008,Male,Rajasthan Royals,50001,5000000,Yes
90347,MEK Hussey,Mike Hussey,,1975-05-27,47,80002,2008,Male,Chennai Super Kings,50003,20000000,Yes
90348,MF Maharoof,Farveez Maharoof,,1984-09-07,38,80017,2008,Male,Delhi Capitals,50008,1000000,Yes
90349,MG Johnson,Mitchell Johnson,,1981-11-02,41,80002,2012,Male,Kolkata Knight Riders,50004,55000000,Yes
90350,MG Neser,Michael Neser,,1990-03-29,33,80002,2013,Male,Punjab Kings,50009,1000000,Yes
90351,Misbah-ul-Haq,Misbah-ul-Haq,,1974-05-28,48,80013,2008,Male,Royal Challengers Bangalore,50010,5020000,Yes
90352,MJ Clarke,Michael Clarke,,1981-04-02,42,80002,2012,Male,Pune Warriors India,50014,600000,Yes
90353,MJ Guptill,Martin Guptill,,1986-09-30,36,80011,2016,Male,Sunrisers Hyderabad,50006,2000000,Yes
90354,MJ Henry,Matt Henry,,1991-12-14,31,80011,2014,Male,Rajasthan Royals,50001,1000000,Yes
90355,MJ Lumb,Michael Lumb,,1980-02-12,43,80004,2010,Male,Pune Warriors India,50014,2000000,Yes
90356,MJ McClenaghan,Mitchell McClenaghan,,1986-06-11,36,80011,2015,Male,Mumbai Indians,50005,34000000,Yes
90357,MJ Santner,Mitchell Santner,,1991-12-14,31,80011,2016,Male,Chennai Super Kings,50003,3000000,No
90358,MK Lomror,Mahipal Lomror,,1999-11-16,23,80006,2018,Male,Royal Challengers Bangalore,50010,40000000,No
90359,MK Pandey,Manish Pandey,,1989-09-10,33,80006,2008,Male,Lucknow Super Giants,50011,100000000,No
90360,MK Tiwary,Manoj Tiwary,,1985-11-14,37,80006,2008,Male,Punjab Kings,50009,3000000,Yes
90361,ML Hayden,Matthew Hayden,,1971-10-29,51,80002,2008,Male,Chennai Super Kings,50003,2000000,Yes
90362,MM Ali,Khawar Ali,,1985-12-20,37,80012,2016,Male,Gujarat Lions,50012,100000000,Yes
90363,MM Patel,Munaf Patel,,1983-07-12,39,80006,2008,Male,Sunrisers Hyderabad,50006,1200000,Yes
90364,MM Sharma,Mohit Sharma,,1988-09-18,34,80006,2008,Male,Kolkata Knight Riders,50004,5000000,Yes
90365,MN Samuels,Marlon Samuels,,1981-01-05,42,80020,2012,Male,Delhi Capitals,50008,20000000,Yes
90366,MN van Wyk,Morné van Wyk,,1979-03-20,44,80016,2008,Male,Kolkata Knight Riders,50004,1000000,Yes
90367,Mohammad Ashraful,Mohammad Ashraful,,1984-07-07,38,80003,2009,Male,Mumbai Indians,50005,3684000,Yes
90368,Mohammad Asif,Mohammad Asif,,1982-12-20,40,80013,2008,Male,Delhi Capitals,50008,26104000,Yes
90369,Mohammad Hafeez,Mohammad Hafeez,,1980-10-17,42,80013,2008,Male,Kolkata Knight Riders,50004,4016000,Yes
90370,Mohammad Nabi,Mohammad Nabi,,1985-01-01,38,80001,2017,Male,Kolkata Knight Riders,50004,10000000,No
90371,Mohammed Shami,Mohammed Shami,,1990-03-09,33,80006,2011,Male,Gujarat Titans,50007,62500000,No
90372,Mohammed Siraj,Mohammed Siraj,,1994-03-13,29,80006,2017,Male,Royal Challengers Bangalore,50010,70000000,No
90373,Mohsin Khan,Mohsin Khan,,1998-08-03,24,80006,2018,Male,Lucknow Super Giants,50011,2000000,No
90374,Monu Kumar,Monu Kumar,,1994-11-05,28,80006,2018,Male,Chennai Super Kings,50003,2000000,Yes
90375,MP Stoinis,Marcus Stoinis,,1989-08-16,33,80002,2015,Male,Lucknow Super Giants,50011,38000000,No
90376,MR Marsh,Mitchell Marsh,,1991-10-20,31,80002,2009,Male,Delhi Capitals,50008,2000000,No
90377,MS Bisla,Manvinder Bisla,,1984-12-27,38,80006,2009,Male,Rising Pune Supergiants,50015,10000000,Yes
90378,MS Dhoni,Mahendra Singh Dhoni,,1981-07-07,41,80006,2008,Male,Chennai Super Kings,50003,1000000,No
90379,MS Gony,Manpreet Gony,,1984-01-04,39,80006,2008,Male,Gujarat Lions,50012,2000000,Yes
90380,MS Wade,Matthew Wade,,1987-12-26,35,80002,2011,Male,Gujarat Titans,50007,1000000,No
90381,Mujeeb Ur Rahman,Mujeeb Ur Rahman,,2001-03-28,22,80001,2018,Male,Punjab Kings,50009,40000000,No
90382,Mukesh Choudhary,Mukesh Choudhary,,1996-07-06,26,80006,2008,Male,Chennai Super Kings,50003,6900000,Yes
90383,Mustafizur Rahman,Mustafizur Rahman,,1995-09-06,27,80003,2016,Male,Delhi Capitals,50008,20000000,No
90384,MV Boucher,Mark Boucher,,1976-12-03,46,80016,2008,Male,Kolkata Knight Riders,50004,55000000,Yes
90385,N Jagadeesan,Narayan Jagadeesan,,1995-12-24,27,80006,2018,Male,Chennai Super Kings,50003,82500000,No
90386,N Pooran,Nicholas Pooran,,1996-01-01,27,80020,2017,Male,Sunrisers Hyderabad,50006,21000000,No
90387,N Rana,Nitish Rana,,1993-12-27,29,80006,2015,Male,Kolkata Knight Riders,50004,52500000,No
90388,N Saini,Navdeep Saini,,1992-11-23,30,80006,2008,Male,Rajasthan Royals,50001,3000000,No
90389,Navdeep Saini,Navdeep Saini,,1992-11-23,30,80006,2017,Male,Rajasthan Royals,50001,26000000,No
90390,NB Singh,Nathu Singh,,1995-09-08,27,80006,2008,Male,Delhi Capitals,50008,11000000,Yes
90391,ND Doshi,Nayan Doshi,,1978-10-06,44,80006,2010,Male,Chennai Super Kings,50003,11000000,Yes
90392,NJ Maddinson,Nic Maddinson,,1991-12-21,31,80002,2008,Male,Royal Challengers Bangalore,50010,20000000,Yes
90393,NJ Rimmington,Nathan Rimmington,,1982-11-11,40,80002,2011,Male,Punjab Kings,50009,11000000,Yes
90394,NK Patel,Niraj Patel,,1988-04-20,34,80006,2008,Male,Mumbai Indians,50005,20000000,Yes
90395,NL McCullum,Nathan McCullum,,1980-09-01,42,80011,2008,Male,Sunrisers Hyderabad,50006,5000000,Yes
90396,NLTC Perera,Thisara Perera,,1989-04-03,34,80017,2008,Male,Rising Pune Supergiants,50015,5327000,Yes
90397,NM Coulter-Nile,Nathan Coulter-Nile,,1987-10-11,35,80002,2013,Male,Rajasthan Royals,50001,20000000,No
90398,NS Naik,Prashant Naik,,1986-09-02,36,80006,2011,Male,Delhi Capitals,50008,2000000,Yes
90399,NT Ellis,Nathan Ellis,,1994-09-22,28,80002,2021,Male,Punjab Kings,50009,7500000,No
90400,NV Ojha,Naman Ojha,,1983-07-20,39,80006,2008,Male,Royal Challengers Bangalore,50010,14000000,Yes
90401,O Thomas,Oshane Thomas,,1997-02-18,26,80020,2008,Male,Rajasthan Royals,50001,2000000,Yes
90402,OA Shah,Owais Shah,,1978-10-22,44,80004,2008,Male,Sunrisers Hyderabad,50006,5000000,Yes
90403,OC McCoy,Obed McCoy,,1997-01-04,26,80020,2022,Male,Rajasthan Royals,50001,7500000,No
90404,OF Smith,Odean Smith,,1996-11-01,26,80020,2022,Male,Punjab Kings,50009,5000000,No
90405,P Amarnath,Palani Amarnath,,1982-06-01,40,80006,2008,Male,Chennai Super Kings,50003,400000,Yes
90406,P Awana,Parvinder Awana,,1986-07-19,36,80006,2010,Male,Punjab Kings,50009,6500000,Yes
90407,P Chopra,Prashant Chopra,,1992-10-07,30,80006,2018,Male,Rajasthan Royals,50001,2000000,Yes
90408,P Dogra,Paras Dogra,,1984-11-19,38,80006,2009,Male,Punjab Kings,50009,1000000,Yes
90409,P Dubey,Praveen Dubey,,1993-07-01,29,80006,2016,Male,Delhi Capitals,50008,1000000,Yes
90410,P Kumar,Praveen Kumar,,1986-10-02,36,80006,2008,Male,Chennai Super Kings,50003,35000000,Yes
90411,P Negi,Pawan Negi,,1993-01-06,30,80006,2012,Male,Sunrisers Hyderabad,50006,5000000,No
90412,P Parameswaran,Prasanth Parameswaran,,1985-05-30,37,80006,2011,Male,Sunrisers Hyderabad,50006,1000000,Yes
90413,P Prasanth,Padmanabhan Prasanth,,1985-05-22,37,80006,2011,Male,Sunrisers Hyderabad,50006,1000000,Yes
90414,P Ray Barman,Prayas Ray Barman,,2002-10-25,20,80006,2019,Male,Royal Challengers Bangalore,50010,15000000,Yes
90415,P Sahu,Pardeep Sahu,,1985-08-21,37,80006,2015,Male,Punjab Kings,50009,2000000,Yes
90416,P Simran Singh,Prabhsimran Singh,,2000-08-10,22,80006,2019,Male,Punjab Kings,50009,6000000,No
90417,P Suyal,Pawan Suyal,,1989-10-15,33,80006,2011,Male,Rajasthan Royals,50001,1000000,Yes
90418,PA Patel,Parthiv Patel,,1985-03-09,38,80006,2008,Male,Royal Challengers Bangalore,50010,17000000,Yes
90419,PA Reddy,Akshath Reddy,,1991-02-11,32,80006,2008,Male,Deccan Chargers,50002,1000000,Yes
90420,Pankaj Singh,Pankaj Singh,,1985-05-06,37,80006,2008,Male,Royal Challengers Bangalore,50010,6900000,Yes
90421,Parvez Rasool,Parvez Rasool,,1989-02-13,34,80006,2013,Male,Royal Challengers Bangalore,50010,9500000,Yes
90422,PBB Rajapaksa,Bhanuka Rajapaksa,,1991-10-24,31,80017,2022,Male,Punjab Kings,50009,5000000,No
90423,PC Valthaty,Paul Valthaty,,1983-12-07,39,80006,2009,Male,Royal Challengers Bangalore,50010,2000000,Yes
90424,PD Collingwood,Paul Collingwood,,1976-05-26,46,80004,2009,Male,Rajasthan Royals,50001,12567500,Yes
90425,PH Solanki,Prashant Solanki,,2000-02-22,23,80006,2022,Male,Chennai Super Kings,50003,12000000,No
90426,PJ Cummins,Pat Cummins,,1993-05-08,29,80002,2014,Male,Kolkata Knight Riders,50004,72500000,No
90427,PJ Sangwan,Pradeep Sangwan,,1990-11-05,32,80006,2008,Male,Gujarat Titans,50007,2000000,No
90428,PK Garg,Priyam Garg,,2000-11-30,22,80006,2020,Male,Sunrisers Hyderabad,50006,2000000,No
90429,PM Sarvesh Kumar,PM Sarvesh Kumar,,1989-04-26,33,80006,2008,Male,Deccan Chargers,50002,800000,Yes
90430,PN Mankad,Prerak Mankad,,1994-04-23,28,80006,2021,Male,Punjab Kings,50009,2000000,No
90431,PP Chawla,Piyush Chawla,,1988-12-24,34,80006,2008,Male,Mumbai Indians,50005,5000000,Yes
90432,PP Ojha,Pragyan Ojha,,1986-09-05,36,80006,2008,Male,Mumbai Indians,50005,5000000,Yes
90433,PP Shaw,Prithvi Shaw,,1999-11-09,23,80006,2018,Male,Delhi Capitals,50008,75000000,No
90434,PR Shah,Pinal Shah,,1987-11-03,35,80006,2008,Male,Punjab Kings,50009,3000000,Yes
90435,PSP Handscomb,Peter Handscomb,,1991-04-26,31,80002,2016,Male,Rising Pune Supergiants,50015,3000000,Yes
90436,PV Tambe,Pravin Tambe,,1971-10-08,51,80006,2013,Male,Kolkata Knight Riders,50004,2000000,Yes
90437,PVD Chameera,Dushmantha Chameera,,1992-01-11,31,80017,2016,Male,Lucknow Super Giants,50011,20000000,No
90438,PWH de Silva,Wanindu Hasaranga,,1997-07-29,25,80017,2021,Male,Royal Challengers Bangalore,50010,107500000,No
90439,Q de Kock,Quinton de Kock,,1992-12-17,30,80016,2013,Male,Lucknow Super Giants,50011,67500000,No
90440,R Ashwin,Ravichandran Ashwin,,1986-09-17,36,80006,2008,Male,Rajasthan Royals,50001,50000000,No
90441,R Bhatia,Rajat Bhatia,,1979-10-22,43,80006,2008,Male,Rising Pune Supergiants,50015,6000000,Yes
90442,R Bishnoi,Ravi Bishnoi,,2000-09-05,22,80006,2020,Male,Lucknow Super Giants,50011,40000000,No
90443,R Dhawan,Rishi Dhawan,,1990-02-19,33,80006,2008,Male,Punjab Kings,50009,5500000,No
90444,R Dravid,Rahul Dravid,,1973-01-11,50,80006,2008,Male,Rajasthan Royals,50001,23000000,Yes
90445,R McLaren,Ryan McLaren,,1983-02-09,40,80016,2009,Male,Kolkata Knight Riders,50004,2663500,Yes
90446,R Ninan,Ryan Ninan,,1985-11-19,37,80006,2009,Male,Royal Challengers Bangalore,50010,2000000,Yes
90447,R Parag,Riyan Parag,,2001-11-10,21,80006,2019,Male,Rajasthan Royals,50001,38000000,No
90448,R Powell,Rovman Powell,,1993-07-23,29,80020,2017,Male,Kolkata Knight Riders,50004,28000000,Yes
90449,R Rampaul,Ravi Rampaul,,1984-10-15,38,80020,2013,Male,Royal Challengers Bangalore,50010,9000000,Yes
90450,R Sai Kishore,Ravisrinivasan Sai Kishore,,1996-11-06,26,80006,2020,Male,Gujarat Titans,50007,30000000,No
90451,R Sanjay Yadav,Sanjay Yadav,,1995-05-10,27,80006,2017,Male,Mumbai Indians,50005,5000000,No
90452,R Sathish,Rajagopal Sathish,,1981-01-14,42,80006,2010,Male,Royal Challengers Bangalore,50010,2000000,Yes
90453,R Sharma,Rahul Sharma,,1986-11-30,36,80006,2010,Male,Rajasthan Royals,50001,3000000,Yes
90454,R Shepherd,Romario Shepherd,,1994-11-26,28,80020,2008,Male,Sunrisers Hyderabad,50006,5000000,Yes
90455,R Shukla,Rahul Shukla,,1990-08-28,32,80006,2010,Male,Delhi Capitals,50008,4000000,Yes
90456,R Tewatia,Rahul Tewatia,,1993-05-20,29,80006,2014,Male,Gujarat Titans,50007,90000000,No
90457,R Vinay Kumar,Vinay Kumar,,1984-02-12,39,80006,2008,Male,Delhi Capitals,50008,10000000,Yes
90458,RA Bawa,Raj Angad Bawa,,2002-11-12,20,80006,2022,Male,Punjab Kings,50009,20000000,No
90459,RA Jadeja,Ravindra Jadeja,,1988-12-06,34,80006,2008,Male,Chennai Super Kings,50003,150000000,No
90460,RA Shaikh,Rahil Shaikh,,1985-06-12,37,80006,2009,Male,Mumbai Indians,50005,800000,Yes
90461,RA Tripathi,Rahul Tripathi,,1991-03-02,32,80006,2017,Male,Sunrisers Hyderabad,50006,85000000,No
90462,Ramandeep Singh,Ramandeep Singh,,1997-04-13,26,80006,2022,Male,Mumbai Indians,50005,2000000,No
90463,Rashid Khan,Rashid Khan,,1998-09-20,24,80001,2017,Male,Gujarat Titans,50007,150000000,No
90464,Rasikh Salam,Rasikh Salam Dar,,2000-04-05,23,80006,2019,Male,Kolkata Knight Riders,50004,5000000,No
90465,Ravi Bishnoi,Ravi Bishnoi,,2000-09-05,22,80006,2020,Male,Lucknow Super Giants,50011,40000000,No
90466,RD Chahar,Rahul Chahar,,1999-08-04,23,80006,2017,Male,Punjab Kings,50009,52500000,No
